Frase, Sentimento
RT @amorluarphia: @centralarthurof @Aguiarthur eu sou mais a minha mina #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Abra os bra�os pra poder sonhar, feche os olhos pra poder cantar #TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Uma chuva de erros e decepcoes

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur � hoje que eu cora��o sai pela boca vendo ele entrar na casa.
#TeamArthurAguiar",'neutro'
"RT @wxykaah: @centralarthurof @Aguiarthur Que terno lindooo
#TeamArthurAguiar",'neutro'
RT @rbr10anos: @centralarthurof @Aguiarthur Desejos sonhos n�o vao morrer se acreditar � s� acreditar #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
"RT @yass_flower: @centralarthurof @Aguiarthur A chuva � o vento que leva
O sol � o vento que traz
Me diz porque
Tanto bem-me-quer ou mal-me�",'neutro'
"@centralarthurof @Aguiarthur N�s convocaram pra levantar essa baga�a aqui, ent�o vambora... 

#TeamArthurAguiar",'neutro'
"RT @everlastingrbr: @centralarthurof @Aguiarthur Eu j� sabia tudo que seus olhos tinham pra falar
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Nasce sem inten��o 

#TeamArthurAguiar",'neutro'
"@Aguiarthur deixa eu ser seu ""seguindo"" 400 adm #TeamArthurAguiar",'neutro'
"RT @thaybelikov: @centralarthurof @Aguiarthur Eu te quero, sempre
Voc� � como um anjo pra mim
Te amo, vem comigo pra feliz
Eu sei, etername�",'neutro'
@laragay @jadepicon @linndaquebrada @Aguiarthur Parece que eles foram os participantes que testaram positivo no teste do Covid.,'neutro'
@centralarthurof @Aguiarthur N�o deixe que o tempo leve #TEAMARTHURAGUIAR,'neutro'
"RT @wxykaah: @centralarthurof @Aguiarthur Esse topete dele � um charme,mdsss
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Cad� os Pontinhos est�o a� ? 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Mais uma flor 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Vai na f�, escute o cora��o 
Vai na f�, na nota da can��o #TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur aquela mina  #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Eu fiz muitas promessas que eu n�o cumpri

#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur � tudo que eu pedi a Deus #TeamArthurAguiar,'neutro'
"RT @thaybelikov: @centralarthurof @Aguiarthur Amo sua risada de anjo
Seu olhinho fecha e esse furinho
Da sua bochecha me bate uma vontade d�",'neutro'
"@centralarthurof @Aguiarthur Vai na f�, escute o cora��o! Vai na f� na for�a da can��o ! #TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar ??,'neutro'
@centralarthurof @Aguiarthur � tudo o que eu queria ter #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Azar o meu, azar o meu https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Equipe

#TeamArthurAguiar",'neutro'
"RT @DOMJUANfenix: @centralarthurof @Aguiarthur @Aguiarthur 
@centralarthurof #TeamArthurAguiar",'neutro'
"RT @wxykaah: @centralarthurof @Aguiarthur Quero meu follow central 
#TeamArthurAguiar",'neutro'
RT @centralarthurof: @WeakpointRbr @Aguiarthur A adm daqui a pouco vai ter dor de barriga de tanto nervoso #TeamArthurAguiar,'neutro'
"RT @gabscyruss: @centralarthurof @Aguiarthur Pior de tudo � que voc� � linda, veio decidida, joga pra ganhar #TeamArthurAguiar",'neutro'
For�a e f� #TeamArthurAguiar  @Aguiarthur,'neutro'
RT @amorluarphia: @centralarthurof @Aguiarthur eu sou mais a minha mina #TeamArthurAguiar,'neutro'
RT @QGRebeldeBR: @centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur mais uma noite com voc� #TeamArthurAguiar,'neutro'
RT @ArthurAUruguai: @ArthurAMinas @centralarthurof @Aguiarthur Pra falar besteira #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Seguran�a 

#TeamArthurAguiar",'neutro'
RT @QGRebeldeBR: @centralarthurof @WeakpointRbr @Aguiarthur Somos duas viu #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Aaaaf,que central perfeita gente
#TeamArthurAguiar",'neutro'
RT @eutuittomii: @centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Perdi o time de regar amor https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Mais pessoal,'neutro'
@centralarthurof @Aguiarthur Mais uma flor #TEAMARTHURAGUIAR,'neutro'
"RT @sweet_aguiar_: @ArthurAUruguai @centralarthurof @Aguiarthur Vamo que hoje come�a 

#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Vamos q vamos,'neutro'
RT @ArthurAUruguai: @centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
RT @coment_bruninha: @centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Tropa

#TeamArthurAguiar",'neutro'
RT @WeakpointRbr: @centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
"RT @thaybelikov: @centralarthurof @Aguiarthur Amooooo

#TeamArthurAguiar",'neutro'
"RT @centralarthurof: Vamos de #TeamArthurAguiar?
Meta: 100 respostas aqui.
Valendo! @Aguiarthur
 https://t.co/ATWVEQIhT4",'neutro'
"@centralarthurof @Aguiarthur Aaaaa ameiii 
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Mas eu estava ocupado demais para lembrar https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Vamos Pontinhos de Luz falta pouco , vamos bater essa meta !!!
#TeamArthurAguiar",'neutro'
@joalinsgfs @Aguiarthur Amo esses v�deos dele e da Sophia ????,'neutro'
"@centralarthurof @Aguiarthur Cada vez mas perto de come�ar o bbb e eu t� pura ansiedade.
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur U

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Magn�fico 

#TeamArthurAguiar",'neutro'
RT @amorluarphia: @centralarthurof @Aguiarthur eu sou mais a minha mina #TeamArthurAguiar,'neutro'
RT @Aguiarthur: Troca do turno de adms! Bora subir a tag? #TeamArthurAguiar,'neutro'
"RT @hinnysgf: @centralarthurof @Aguiarthur Oieee cf #TeamArthurAguiar 

https://t.co/sK6PpylvMX",'neutro'
"@centralarthurof @Aguiarthur A gente tata na banheira
#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Chegou o grande dia,'neutro'
@centralarthurof @Aguiarthur Bora  pontinhos de luz,'neutro'
"@centralarthurof @Aguiarthur O

#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur Maravilha,'neutro'
"@centralarthurof @Aguiarthur Relacionamento e sobre cultivar https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur A minha mina � fechamento, nunca vacilou, � do tipo de mulher que chega pra somar, ela� https://t.co/Dkb2x7nbEF",'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur Eu  j� agoniada pra ver   ele brilha mais e  mais,'neutro'
@centralarthurof @Aguiarthur Vai ser top,'neutro'
"@centralarthurof @Aguiarthur I

#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur eu sou mais a minha mina #TeamArthurAguiar,'neutro'
"@wxykaah @Aguiarthur Veio a�, Karllinha ? #TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Essa central � um flash
#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Est� chegando a hora,'neutro'
"@centralarthurof @Aguiarthur At� que ce aprendeu a se cuidar sozinha https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Como voceis est�o,'neutro'
@centralarthurof @Aguiarthur Minha cabe�a explodindo mais n�o tiro meu foco,'neutro'
"@centralarthurof @Aguiarthur Ou se prefirir
#TeamArthurAguiar",'neutro'
RT @Aguiarthur: Troca do turno de adms! Bora subir a tag? #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur mais uma flor nasce sem inten��o, em meio ao caos do tempo, se descuidar n�o deixar o� https://t.co/jkj3QsGkh9",'neutro'
"RT @gabscyruss: @centralarthurof @Aguiarthur Pior de tudo � que voc� � linda, veio decidida, joga pra ganhar #TeamArthurAguiar",'neutro'
"RT @wxykaah: @centralarthurof @Aguiarthur Que terno lindooo
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Lancem os desafios entre si 
#TeamArthurAguiar",'neutro'
"RT @wishmurilo_h: @centralarthurof @Aguiarthur Caf� da manh� eu nunca aparecia https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
@ArthurAMinas @centralarthurof @Aguiarthur Pra falar besteira #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur A

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Pra falar besteira
#TeamArthurAguiar",'neutro'
"RT @thaybelikov: @centralarthurof @Aguiarthur Amo sua risada de anjo
Seu olhinho fecha e esse furinho
Da sua bochecha me bate uma vontade d�",'neutro'
"@centralarthurof @Aguiarthur Quando aparecia eu estava ausente https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Comenteemmm
#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Quero meu follow central 
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur S� queremos ver a felicidade dele

#TeamArthurAguiar",'neutro'
"RT @wxykaah: @centralarthurof @Aguiarthur Esse topete dele � um charme,mdsss
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Caf� da manh� eu nunca aparecia https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Am�rica 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Vou na sua casa sexta feira
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Tudo pelo Arthur

#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Que homem e esse senhor #TeamArthurAguiar,'neutro'
"RT @everlastingrbr: @centralarthurof @Aguiarthur Eu j� sabia tudo que seus olhos tinham pra falar
#TeamArthurAguiar",'neutro'
"RT @thaybelikov: @centralarthurof @Aguiarthur Amizade � lealdade
Amizade � bem-querer
Amizade � querer ver o outro feliz
Por apenas querer�",'neutro'
"@centralarthurof @Aguiarthur Quando eu acordava eu nem dava bom dia https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
"RT @yass_flower: @centralarthurof @Aguiarthur A chuva � o vento que leva
O sol � o vento que traz
Me diz porque
Tanto bem-me-quer ou mal-me�",'neutro'
"@centralarthurof @Aguiarthur A gente consegue

#TeamArthurAguiar",'neutro'
"RT @gabscyruss: @centralarthurof @Aguiarthur Pior de tudo � que voc� � linda, veio decidida, joga pra ganhar #TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
"@DaviCirilo @centralarthurof @Aguiarthur #TEAMARTHURAGUIAR 
Te amooooo",'neutro'
"@centralarthurof @Aguiarthur Vamo povo

#TeamArthurAguiar",'neutro'
"RT @Bya11060843: Agora falta pouco ansiosa 
#arthuraguiar  @centralarthurof  @Aguiarthur  vamos a vamos nosso menino vai brilha https://t.c�",'neutro'
"@centralarthurof @Aguiarthur @Aguiarthur 
@centralarthurof #TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur T� provando o fruto amargo das minhas a��es 
 https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur #TEAMARTHURAGUIAR 
Amooooo",'neutro'
"@centralarthurof @Aguiarthur Muito estiloso

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Pior de tudo � que voc� � linda, veio decidida, joga pra ganhar #TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Amor, paix�o ou engano
Quest�es de um ser humano
Que vive sem ter medo de viver
Sem do� https://t.co/SPi64JmNLa",'neutro'
"@centralarthurof @Aguiarthur #TeamArthurAguiar 

Me segue! ?",'neutro'
"@centralarthurof @Aguiarthur bora, galera #TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Ce teve que cortar o mal pela raiz https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
@Aguiarthur boa noite adm quem t� falando agr ?,'neutro'
"@centralarthurof @Aguiarthur Oieee cf #TeamArthurAguiar 

https://t.co/sK6PpylvMX",'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
RT @SomosRebe1: #TEAMARTHURAGUIAR @Aguiarthur https://t.co/HPOyo1EfKO,'neutro'
"@centralarthurof @Aguiarthur Uma chuva de erros e decep��es https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
RT @ArthurAUruguai: @Aguiarthur Oi lindos cad� voc�s #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur S� promete que vc vai cuidas do amor  #TEAMARTHURAGUIAR,'neutro'
"@centralarthurof @Aguiarthur Para de pirra�a, ah, ah, ah
Me dia qual � a gra�a, ah, ah, ah
Voc� sabe bem
Fala que m� https://t.co/DQoOrSo8Ul",'neutro'
RT @QGRebeldeBR: @centralarthurof @WeakpointRbr @Aguiarthur Somos duas viu #TeamArthurAguiar,'neutro'
"RT @SomosRebe1: Ansiedade a mil!!! ?? #TEAMARTHURAGUIAR ???
@Aguiarthur @centralarthurof",'neutro'
RT @QGRebeldeBR: @centralarthurof @WeakpointRbr @Aguiarthur Somos duas viu #TeamArthurAguiar,'neutro'
RT @centralarthurof: @WeakpointRbr @Aguiarthur A adm daqui a pouco vai ter dor de barriga de tanto nervoso #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur #TEAMARTHURAGUIAR 
@Aguiarthur  @centralarthurof @Aguiarthur",'neutro'
RT @centralarthurof: @WeakpointRbr @Aguiarthur A adm daqui a pouco vai ter dor de barriga de tanto nervoso #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Eu fiz muitas promessas que eu n�o cumpri https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
"Ansiedade a mil!!! ?? #TEAMARTHURAGUIAR ???
@Aguiarthur @centralarthurof",'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur Hoje e pura emo��o #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Me diz como nasce uma vez e vem assim?zero defeitos
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur T�o lindo

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Amooooo

#TeamArthurAguiar",'neutro'
"@comentaagabii_ @Aguiarthur Oh amiga se vai conseguir,pode ter certeza ??",'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
@sweet_aguiar_ @centralarthurof @Aguiarthur Estamos com tudoooo #TeamArthurAguiar,'neutro'
"RT @thaybelikov: @centralarthurof @Aguiarthur Amizade � lealdade
Amizade � bem-querer
Amizade � querer ver o outro feliz
Por apenas querer�",'neutro'
@centralarthurof @Aguiarthur Se vc for pra fora eu vou te esperar #TEAMARTHURAGUIAR,'neutro'
"@centralarthurof @Aguiarthur Voc� � o melhor pra mim minha luzinhaa
#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Te amo baby vem comigo pra ser feliz #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur Bora central #TeamArthurAguiar #BBB22,'neutro'
"� s�rio que @jadepicon, @linndaquebrada e @Aguiarthur n�o v�o entrar hoje na casa do #BBB22?? Me contem esse babado� https://t.co/TnHNO9GlRw",'neutro'
"@ArthurAUruguai @centralarthurof @Aguiarthur Vamo que hoje come�a 

#TeamArthurAguiar",'neutro'
@Aguiarthur Adoro essa positividade #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Volta logo meu amor
Sem esse teu beijo bom, eu n�o vivo
Se eu morrer de amor por ela
P� https://t.co/uGD3uer8fc",'neutro'
"@centralarthurof @Aguiarthur O importante � que seja de verdade
O resto deixa que o tempo diz sem dizer

#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur t� pouco ansiosa #TeamArthurAguiar,'neutro'
"RT @thaybelikov: @centralarthurof @Aguiarthur Amizade � lealdade
Amizade � bem-querer
Amizade � querer ver o outro feliz
Por apenas querer�",'neutro'
"@centralarthurof @Aguiarthur A
#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
RT @Aguiarthur: O Adm chegou! Est�vamos descansando porque agora s� vamos parar na final! ? Quem t� ansioso ai? #teamarthuraguiar #BBB22,'neutro'
RT @SomosRebe1: #TEAMARTHURAGUIAR ?? @Aguiarthur https://t.co/TrSUqmYd9k,'neutro'
"@centralarthurof @Aguiarthur Se eu morrer de amor por ela, por favor algu�m me enterra na covinha do sorriso dela... #TeamArthurAguiar",'neutro'
RT @Aguiarthur: Troca do turno de adms! Bora subir a tag? #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
@Aguiarthur Oi lindos cad� voc�s #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar ?,'neutro'
"@centralarthurof @Aguiarthur Pirralho � imaturo, adora implicar comigo https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur boraaaa subir #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur Eu n�o vivo... #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur A chuva � o vento que leva
O sol � o vento que traz
Me diz porque
Tanto bem-me-quer ou� https://t.co/kue9GrYHy4",'neutro'
"@centralarthurof @Aguiarthur Sei que me v�, apenas como um menino https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
#TEAMARTHURAGUIAR ?? @Aguiarthur https://t.co/TrSUqmYd9k,'neutro'
"@centralarthurof @Aguiarthur Amizade � lealdade
Amizade � bem-querer
Amizade � querer ver o outro feliz
Por apenas querer

#TeamArthurAguiar",'neutro'
@centralarthurof @WeakpointRbr @Aguiarthur Somos duas viu #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur Sem esse teu beijo bom... #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur O reizinho

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Fa�o de tudo pra te v� sorrir https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
"@centralarthurof @WeakpointRbr @Aguiarthur ...Parece que encontrei algu�m pra namorar...
#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Volta logo meu amor... #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur #TeamArthurAguiar amores me sigam!!! ?????,'neutro'
"@centralarthurof @Aguiarthur amizade � lealdade, amizade � bem querer, amizade � querer ver o outro feliz por apena� https://t.co/mXM1wcMXir",'neutro'
"@centralarthurof @Aguiarthur Ta chegando a hr

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Que eu vou cuidar de voc� 

#TeamArthurAguiar",'neutro'
RT @Aguiarthur: Troca do turno de adms! Bora subir a tag? #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Aaaaaaaaa
M� vontade de voc�
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Tudo por ele!!

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Pode vir comigo 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Bora timeee

#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Minha mina #TEAMARTHURAGUIAR,'neutro'
"@Aguiarthur adm, sabe que horas s�o?
   
             12
     11     ^      1 
 10         |           2� https://t.co/45drdHfMtJ",'neutro'
"@centralarthurof @Aguiarthur Eu vou ser seu melhor amigo 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Eu amooo viu 
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur To pensando em voc� um dia sim e outro sim
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Um jeito bobo de agir, fa�o de tudo pra te v� sorrir https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
RT @Juninhop716: @centralarthurof @Aguiarthur #TeamArthurAguiar rebelde para sempre ???,'neutro'
"@centralarthurof @Aguiarthur T�o linda como as estrelas do c�u
Seu brilho irradia com o sol
Eu j� n�o sei se devo o� https://t.co/3hWBhcvMoi",'neutro'
"@centralarthurof @Aguiarthur E acima de tudo te respeitar 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Nosso ponto de luz ?
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur A minha mina, a minha mina, a minha mina, eu sou mais a minha mina!
A minha mina, a mi� https://t.co/t6VAZs2eUy",'neutro'
"@centralarthurof @Aguiarthur Se toda hist�ria tem come�o meio e fim, o nosso filme tamb�m pode ser assim #TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Dif�cil disfar�ar, quando te vejo j� entro no olhar https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Eu sei que voc� t� com medo de ser muito cedo
Pra se apaixonar outra vez
Eu sei que po� https://t.co/13sozmOSn8",'neutro'
"RT @thaybelikov: @centralarthurof @Aguiarthur A minha mina � fechamento, nunca vacilou
� do tipo de mulher que chega pra somar
Ela parece b�",'neutro'
"@centralarthurof @Aguiarthur Com sinceridade 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Tudo bem a�
Aqui n�o ta
N�o vou mentir
#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Voc� � o melhor para mim #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Eu vou te amar de verdade 

#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Feche os olhos pra poder cantar ... #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur deixa o sol bater  #TeamArthurAguiar,'neutro'
@centralarthurof @Aguiarthur Vou dizer te levo em meu cora��o � preciso sempre ter por perto esse seu olhar ( n�o � https://t.co/DfaYHuFkHC,'neutro'
"@Aguiarthur #TeamArthurAguiar 
ME SEGUE ADM ESTOU AQUI TORCENDO POR ELE BEM ANTES DE ELE FALAR QUE IRIA ENTRAR NO BBB quando ele ainda era ?",'neutro'
@centralarthurof @Aguiarthur Para de brincar comigo #TEAMARTHURAGUIAR,'neutro'
"RT @thaybelikov: @centralarthurof @Aguiarthur A minha mina � fechamento, nunca vacilou
� do tipo de mulher que chega pra somar
Ela parece b�",'neutro'
"@centralarthurof @Aguiarthur S� consigo enxergar luz nele 
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur E vem sem medo porque

#TeamArthurAguiar",'neutro'
RT @centralarthurof: @WeakpointRbr @Aguiarthur Bora bora bora #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Y
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Que eu n�o sei de voc�
#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Abre os bra�os pra poder sonhar... #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Segura na minha m�o 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur � sobre isso e n�o ta nada bem kkkkkkk

#TeamArthurAguiar",'neutro'
"RT @WeakpointRbr: @centralarthurof @Aguiarthur BOTA PRA SUBIR!!

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Os detalhes dele me deixa bestinha 
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Z
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Deixa que o vento leva e ele mesmo traz voc�, outra vez #TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur X
#TeamArthurAguiar",'neutro'
"@Aguiarthur #TeamArthurAguiar 
ME SEGUE ADM ESTOU AQUI TORCENDO POR ELE BEM ANTES DE ELE FALAR QUE IRIA ENTRAR NO BBB",'neutro'
"@centralarthurof @Aguiarthur Mesmo sem querer

#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Na nota da can��o... #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Veeeem seiscentos

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur V
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur J� faz mais de uma semana
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Vai querer voltar pra mim https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur te dou meu cora��o   #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur A minha mina � fechamento, nunca vacilou
� do tipo de mulher que chega pra somar
Ela p� https://t.co/i0tJaETrRj",'neutro'
"@centralarthurof @Aguiarthur O amor est� em jogo, algu�m tem que ceder antes que seja tarde #TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur U
#TeamArthurAguiar",'neutro'
"RT @wxykaah: @centralarthurof @Aguiarthur Esse topete dele � um charme,mdsss
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Como pode?procurar um defeito e n�o achar ?
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur T
#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Escuta o cora��o... #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur Vai voltar a ser o que deixou de ser

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Qual �, eu t� te dando meu amor e voc� nem quer saber https://t.co/22J3NVMTat 

#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur E
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Eu nunca sei quando posso te ver
#TeamArthurAguiar",'neutro'
"@centralarthurof @Aguiarthur Pra recome�ar!!

#TeamArthurAguiar",'neutro'
"RT @ArthurAMinas: @centralarthurof @Aguiarthur Viver desse jeito � t�o ruim
#TeamArthurAguiar",'neutro'
@centralarthurof @Aguiarthur Vou viver um dia de cada vez #TeamArthurAguiar,'neutro'
"@centralarthurof @Aguiarthur H

#TeamArthurAguiar",'neutro'
"RT @thaybelikov: @centralarthurof @Aguiarthur Amo sua risada de anjo
Seu olhinho fecha e esse furinho
Da sua bochecha me bate uma vontade d�",'neutro'
"@centralarthurof @Aguiarthur Q
#TeamArthurAguiar",'neutro'
RT @ArthurAUruguai: @centralarthurof @Aguiarthur Noventa y ocho #TeamArthurAguiar,'neutro'
