Tweet,Emojis,SentimentML,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias
arthur aguiar only corpo e infidelidade,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @melsouzaa_: o arthur aguiar já está a 30 minutos na casa e não cantou rebelde até agora, foi pra q",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Gente: Arthur Aguiar...👏🏾👏🏾👏🏾👏🏾🤤
#BBB22","{'👏', '🤤'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
absolutamente ninguém da casa ligando pra presença do arthur aguiar ele sendo o primeiro eliminado kkkkkkk https://t.co/NCB2rUNiub,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Arthur Aguiar apagadíssimo, o primeiro eliminado.",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @diepologetic: prova de resistência passar 3 meses numa casa com arthur aguiar e naiara azevedo,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @poetryslouie: juro que se eliminarem o arthur aguiar antes dele meter o chifre na mulher em rede nacional ou a jade picon antes dela da…,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Pablodepaula29 O Arthur Aguiar tbm,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"O Arthur Aguiar entrou no bbb tipo; 
“Oi, solteiras?” https://t.co/7Oxd50P6zU",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Veja a entrada de Arthur Aguiar, Jade Picon e Linn da Quebrada na casa do BBB 22
Rep: gshow/bbb… https://t.co/qXN6NBwWuM",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @kaliel: a cara de choro do joão guilherme vendo a jade picon entrar na mesma casa que arthur aguiar é brincadeira !!!! https://t.co/ziv…,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Veja a entrada de Arthur Aguiar, Jade Picon e Linn da Quebrada na casa do BBB 22
Rep: gshow/bbb… https://t.co/gSdf0fq4En",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Veja a entrada de Arthur Aguiar, Jade Picon e Linn da Quebrada na casa do BBB 22
Rep: gshow/bbb… https://t.co/rV26xJPAFF",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @lucasvivot: 10 minutos e o arthur aguiar não pegou ninguém.............. um novo homem?,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@Aguiarthur Não tem jeito, adm https://t.co/QylR5rJRcs",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @eonlinebrasil: CAMAROTE COMPLETO! Confira como foi a entrada de Linn da Quebrada, Arthur Aguiar e Jade Picon no 'BBB 22'! VEJA --&gt; http…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @rennanleta: Imagina uma conversa entre Arthur Aguiar e Pedro Scooby sobre paternidade,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
eu fiquei só a cara do arthur aguiar https://t.co/DkXlDrr48r,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
".  📂Documentos📂   
  └📂 Campeão do BBB 22  
      └📂 Arthur Aguiar
          └📂 Defeitos  
                └🚫Pasta Vazia","{'🚫', '📂'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Gente....
Kakakkaaka
Acabei de ver o Arthur Aguiar no BBB.
Tinha esquecido que ele estava lá,.mano...#BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"arthur aguiar feioso
#BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: acheeeeeei ele tá conversando com o pessoal na câmera 2 #TeamAguiar https://t.co/a1Iyszha0E,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
ansioso pela entrada do arthur aguiar vou dar tanta risada https://t.co/iqPGGsIsN1,set(),'neutro',[0.33],[0.01],[0.48],[0.0],[0.17],[0.01],[0.0]
RT @leandrocarneiro: Quase dez minutos e Arthur Aguiar segue fiel a Mayra Cardi. É um novo homem. #bbb22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @RapMais: Arthur Aguiar já traiu?,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: MENOS DE UMA HORA!!!!!! #BBB22 https://t.co/FWUMTJqn7Y,set(),'neutro',[0.33],[0.01],[0.48],[0.0],[0.17],[0.01],[0.0]
RT @leandrocarneiro: Quase dez minutos e Arthur Aguiar segue fiel a Mayra Cardi. É um novo homem. #bbb22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@Aguiarthur Eu tô passando mal adm pelo amor de Deus me segue, realiza o sonho do meu eu de 11 e de 22 anos",set(),'raiva',[0.19],[0.02],[0.09],[0.01],[0.68],[0.01],[0.0]
@Aguiarthur Maravilhoso ADM,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Felipedylonfake: Jade picon muito fofa, parece que saiu da escola e foi pro projac
Linn muito linda, amando ela 
Arthur:Aguiar",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @lucasvivot: 10 minutos e o arthur aguiar não pegou ninguém.............. um novo homem?,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
Arthur Aguiar falando poucas palavras pq se for conversar corre o risco de se declarar pra alguma mulher #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
arthur aguiar deve ser um coelho,set(),'neutro',[0.15],[0.01],[0.45],[0.0],[0.39],[0.0],[0.0]
