Tweet,Emojis,SentimentML,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias
"RT @camillavianag: Arthur Aguiar disse que seria uma tartaruga por ser um animal que coloca ovo em vários lugares, mas sempre volta da casa…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Dantinhas: No jogo da Lina, Arthur Aguiar disse que seria um golfinho #BBB22  https://t.co/pRnC8dg6Na",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
teria chifres de arthur aguiar e filhos de pedro scooby,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"minha torcida por enquanto é no arthur aguiar por representar os homens de 1,70",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @brunorahall: a produção: nossa que barulho eh esse

o arthur aguiar com a psicóloga do bbb de madrugada: https://t.co/cT7msMpB2C",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @nandohltvorg: ja se passou 10 minutos e arthur aguiar nao pegou ninguem

novo homem???fiel a mayra cardi??",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @lucasvivot: 10 minutos e o arthur aguiar não pegou ninguém.............. um novo homem?,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@marinaxls @Aguiarthur tomara que vc goste dele, ele é legal",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @heymahnery: O animal do Arthur Aguiar é o golfinho AHAHAHAHAHA a piada já vem pronta 🗣🗣🗣 #bbb22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @balotaromantico: arthur aguiar acaba de chegar no bbb

o representante dos canalhas, dos infieis.
é mais uma derrota, que dia triste. h…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Dantinhas: No jogo da Lina, Arthur Aguiar disse que seria um golfinho #BBB22  https://t.co/pRnC8dg6Na",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
E o Arthur Aguiar já comeu a Jade Picon. Procede @MauMeirelles ?? #BBB222 https://t.co/t3wZ9oKQP7,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Dantinhas: No jogo da Lina, Arthur Aguiar disse que seria um golfinho #BBB22  https://t.co/pRnC8dg6Na",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @ogustavoz: Arthur aguiar entra no bbb

o programa automaticamente:

#JadePicon jade picona / jade 🗣🗣🗣🗣 #BBB22 https://t.co/6RgbJRvhkB",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @balotaromantico: arthur aguiar acaba de chegar no bbb

o representante dos canalhas, dos infieis.
é mais uma derrota, que dia triste. h…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @kaiquebritor: desculpa mas eu lá no bbb com arthur aguiar eu ia ficar o dia todo cantando

HEY O AMOR ESTÁ EM JOGO ALGUÉM TEM QUE CEDER…",set(),'neutro',[0.33],[0.01],[0.48],[0.0],[0.17],[0.01],[0.0]
